Ninjitsu Art of Transformation,Trap
Paleozoic Dinomischus,Trap
Spiritual Beast Pettlephin,Monster
Lady Debugger,Monster
Change of Heart,Spell
Vorse Raider,Monster
Crimson Blader,Monster
Beta The Electromagnet Warrior,Monster
Silver Bow and Arrow,Spell
Rare Metalmorph,Trap
Gem-Knight Sardonyx,Monster
Nanana,Spell
Turbo Cannon,Monster
Pot of Duality,Spell
Timebreaker Magician,Monster
Double Defender,Spell
Karakuri Watchdog mdl 313 "Saizan",Monster
^Gaia, the Mid-Knight Sun^,Monster
Steelswarm Girastag,Monster
Mysterious Puppeteer,Monster
Hourglass of Courage,Monster
SPYRAL Tough,Monster
Traptrix Trap Hole Nightmare,Trap
Rank-Up-Magic Quick Chaos,Spell
Water Spirit,Monster
Performapal U Go Golem,Monster
Left Arm Offering,Spell
Magnarokket Dragon,Monster
Bowganian,Monster
Temple of the Mind's Eye,Spell
Fabled Oltro,Monster
Skelesaurus,Monster
Duza the Meteor Cubic Vessel,Monster
Metalhold the Moving Blockade,Trap
Twin-Sword Marauder,Monster
Castle of Dark Illusions,Monster
Des Koala,Monster
Silent Angler,Monster
Cyber Laser Dragon,Monster
Vampire Sucker,Monster
Elegant Egotist,Spell
Warrior of Zera,Monster
Ivy Shackles,Trap
Side Effects?,Trap
Backup Soldier,Trap
Card Trader,Spell
Naturia Beetle,Monster
Doom Virus Dragon,Monster
Dystopia the Despondent,Monster
Blue-Blooded Oni,Monster
Wiretap,Trap
Servant of Catabolism,Monster
Umbral Horror Will o' the Wisp,Monster
The Six Shinobi,Trap
Abyss-scale of Cetus,Spell
Radiant Spirit,Monster
Ido the Supreme Magical Force,Monster
Hope for Escape,Trap
Key Man the Key Warrior,Monster
Rescue Ferret,Monster
Robotic Knight,Monster
Hade-Hane,Monster
Hand of the Six Samurai,Monster
Necrolancer the Timelord,Monster
Santa Claws,Monster
Black Dragon's Chick,Monster
Spiritual Swords of Revealing Light,Trap
Lock Cat,Monster
Ambulance Rescueroid,Monster
Dust Barrier,Spell
Samsara,Spell
Koumori Dragon,Monster
Brotherhood of the Fire Fist - Hawk,Monster
F.A. Pit Stop,Spell
Junk Box,Spell
Mahunder,Monster
Intercept,Trap
Machine King,Monster
Gamma The Electromagnet Warrior,Monster
U.A. Goalkeeper,Monster
Atlantean Attack Squad,Monster
Ryu Okami,Monster
Beast Rising,Trap
Spiritual Earth Art - Kurogane,Trap
Metalfoes Combination,Trap
Cyber Barrier Dragon,Monster
Dark Cure,Trap
Chimera the Flying Mythical Beast,Monster
Zoodiac Kataroost,Monster
Cyber Network,Trap
Jutte Fighter,Monster
Sinister Sprocket,Monster
Charge of the Light Brigade,Spell
Gift Card,Trap
Royal Surrender,Trap
Collected Power,Trap
Soul Hunter,Monster
Transmission Gear,Trap
Flower Cardian Paulownia with Phoenix,Monster
Super Hippo Carnival,Spell
Mask of Brutality,Spell
Evilswarm Exciton Knight,Monster
Constellar Zubeneschamali,Monster
Photon Thrasher,Monster
Mecha Phantom Beast Blue Impala,Monster
Evigishki Soul Ogre,Monster
D.D. Destroyer,Monster
Koa'ki Meiru Valafar,Monster
Swap Frog,Monster
Mythical Beast Jackal King,Monster
Metal Dragon,Monster
Dragon's Rebirth,Trap
Water Element,Monster
Chaos Seed,Spell
Underworld Egg Clutch,Trap
Ancient Gear Golem,Monster
Fairy Knight Ingunar,Monster
Gem-Knight Prismaura,Monster
Fuse Line,Trap
Fairy Tail - Rella,Monster
^Jiaotu, Darkness of the Yang Zing^,Monster
Lightning Chidori,Monster
Reasoning,Spell
Uraby,Monster
Chain Strike,Spell
Artifact Achilleshield,Monster
Vanquishing Light,Trap
Blackwing - Decay the Ill Wind,Monster
Photon Caesar,Monster
Lightning Conger,Monster
7,Spell
Trap Jammer,Trap
Core Blast,Trap
Buster Blader,Monster
March of the Monarchs,Spell
Call of the Mummy,Spell
Attack Pheromones,Spell
Pyrorex the Elemental Lord,Monster
Chivalry,Trap
Moon Mirror Shield,Spell
Cosmic Horror Gangi'el,Monster
Cyber Archfiend,Monster
Nuvia the Wicked,Monster
Laval Magma Cannoneer,Monster
Diffusion Wave-Motion,Spell
Ancient Gear Reactor Dragon,Monster
Synkron Resonator,Monster
Fluffal Leo,Monster
Plasma Ball,Monster
Temperance of Prophecy,Monster
^Sakyo, Swordmaster of the Far East^,Monster
XX-Saber Fulhelmknight,Monster
^Simorgh, Bird of Divinity^,Monster
Molten Zombie,Monster
Kozmo Dark Eclipser,Monster
Narrow Pass,Trap
Call of the Atlanteans,Spell
Lightsworn Judgment,Trap
Kachi Kochi Dragon,Monster
Flower Cardian Moonflower,Monster
Morphtronic Celfon,Monster
Robolady,Monster
Breaker the Magical Warrior,Monster
Major Riot,Trap
Malfunction,Trap
Silent Magician,Monster
Unpossessed,Trap
Elemental HERO Knospe,Monster
D.D. Warrior Lady,Monster
Half Unbreak,Trap
Paladin of Felgrand,Monster
Boycotton,Monster
Magical Contract Door,Spell
Gate Guardian,Monster
Red-Eyes Baby Dragon,Monster
Prepare to Strike Back,Trap
D/D Savant Thomas,Monster
Archfiend Mirror,Monster
Stardust Flash,Trap
Destiny HERO - Diamond Dude,Monster
Invader of Darkness,Monster
The Fabled Rubyruda,Monster
Fusion Recycling Plant,Spell
Level Limit - Area B,Spell
Dragonic Attack,Spell
Super Double Summon,Spell
The Forceful Checkpoint,Trap
Darklord Desire,Monster
Gladiator Beast Dragacius,Monster
Planet Pathfinder,Monster
D/D/D Chaos King Apocalypse,Monster
Alchemy Cycle,Trap
Order to Charge,Spell
Dark Scorpion - Meanae the Thorn,Monster
Chronomaly Nebra Disk,Monster
VW-Tiger Catapult,Monster
Spore,Monster
Ritual Beast Ulti-Apelio,Monster
^Shurit, Strategist of the Nekroz^,Monster
The Bistro Butcher,Monster
Hand Destruction,Spell
Obelisk the Tormentor,Monster
Darkstorm Dragon,Monster
Photon Leo,Monster
Retaliating "C",Monster
Birdface,Monster
Hot Red Dragon Archfiend King Calamity,Monster
Prediction Princess Astromorrigan,Monster
Turtle Raccoon,Monster
Super Vehicroid Jumbo Drill,Monster
^Brionac, Dragon of the Ice Barrier^,Monster
Aroma Jar,Monster
Gimmick Puppet Des Troy,Monster
Double Payback,Trap
Ojama Delta Hurricane!!,Spell
Heraldic Beast Unicorn,Monster
Royal Writ of Taxation,Trap
Hero Mask,Spell
Worm Opera,Monster
Rafflesia Seduction,Monster
Ninjitsu Art of Duplication,Trap
Spirit Caller,Monster
Tuning Gum,Monster
Performapal Spikeagle,Monster
Eyearmor,Monster
Naturia Cherries,Monster
Graverobber,Trap
The Immortal Bushi,Monster
Darkbishop Archfiend,Monster
Diamond Core of Koa'ki Meiru,Spell
Stygian Dirge,Trap
Jurrac Velo,Monster
Damage Eater,Monster
Storm,Spell
Anti-Spell Fragrance,Trap
Linkuriboh,Monster
Gishki Aquamirror,Spell
Shield Warrior,Monster
Dark Chimera,Monster
Divine Dragon Ragnarok,Monster
Grandsoil the Elemental Lord,Monster
Crystal Rose,Monster
Indomitable Fighter Lei Lei,Monster
Infected Mail,Spell
Blue-Eyes Spirit Dragon,Monster
Dimension Jar,Monster
Yamato-no-Kami,Monster
Spearfish Soldier,Monster
Chain Dispel,Trap
Metalsilver Armor,Spell
Mobius the Frost Monarch,Monster
^Dinomight Knight, the True Dracofighter^,Monster
Laval Lancelord,Monster
Volcanic Slicer,Monster
Brotherhood of the Fire Fist - Gorilla,Monster
Auram the World Chalice Blademaster,Monster
Autonomous Action Unit,Spell
Wingweaver,Monster
Remote Rebirth,Trap
Regenerating Mummy,Monster
Backup Squad,Spell
Numbing Grub in the Ice Barrier,Monster
Number 88: Gimmick Puppet of Leo,Monster
Metaphys Nephthys,Monster
Elemental HERO Blazeman,Monster
Malefic Paradox Dragon,Monster
Constellar Ptolemy M7,Monster
Thunder of Ruler,Trap
Yosenju Kama 3,Monster
Kozmo Landwalker,Monster
Abyss Prop - Wild Wagon,Spell
Crowley the Origin of Prophecy,Monster
Bujingi Sinyou,Monster
Performapal Splashmammoth,Monster
Gravity Axe - Grarl,Spell
Mazera DeVille,Monster
Light and Darkness Dragon,Monster
Cyber Angel Natasha,Monster
The Eye of Timaeus,Spell
Geartown,Spell
Arcana Force EX - The Dark Ruler,Monster
Apple Magician Girl,Monster
Speedroid Double Yoyo,Monster
After the Storm,Spell
Chronomaly Colossal Head,Monster
Ancient Gear Hunting Hound,Monster
Dark Mimic LV1,Monster
Cyber Dragon Nova,Monster
Rank-Up-Magic Skip Force,Spell
Sage's Stone,Spell
The Phantom Knights of Break Sword,Monster
Pendulum Area,Trap
Jurrac Ptera,Monster
Flower Cardian Lightshower,Monster
Blue-Eyes Alternative White Dragon,Monster
Zoodiac Thoroughblade,Monster
Mass Hypnosis,Trap
The Fabled Kudabbi,Monster
Raidraptor - Last Strix,Monster
Ameba,Monster
Senet Switch,Spell
Ice Hand,Monster
Shiba-Warrior Taro,Monster
Shadow Impulse,Trap
Rank-Up-Magic Barian's Force,Spell
Bacon Saver,Monster
Nopenguin,Monster
Battle Ox,Monster
Catalyst Field,Spell
B. Dragon Jungle King,Monster
Number 91: Thunder Spark Dragon,Monster
Number C40: Gimmick Puppet of Dark Strings,Monster
Blossom Bombardment,Trap
Ryu-Kishin Powered,Monster
Stone Statue of the Aztecs,Monster
Blackwing - Shura the Blue Flame,Monster
Solar Batteryman,Monster
Magical Mallet,Spell
Return,Trap
Emissary of the Oasis,Monster
Dark Nephthys,Monster
Spiders' Lair,Spell
Zoodiac Ratpier,Monster
Burning Beast,Monster
^Poseidra, the Atlantean Dragon^,Monster
Lava Dragon,Monster
Ningirsu the World Chalice Warrior,Monster
Raptor's Gust,Trap
Contrast HERO Chaos,Monster
Blade Skater,Monster
Samurai Cavalry of Reptier,Monster
Wandering King Wildwind,Monster
Parasite Paranoid,Monster
Masterking Archfiend,Monster
Perditious Puppeteer,Monster
Doomdog Octhros,Monster
Karakuri Bushi mdl 6318 "Muzanichiha",Monster
Mecha Phantom Beast Dracossack,Monster
Reptilianne Viper,Monster
Gearfried the Red-Eyes Iron Knight,Monster
Thunder King Rai-Oh,Monster
Lightray Diabolos,Monster
Magical Musketeer Wild,Monster
Noble Knight Gawayn,Monster
Scrap Soldier,Monster
Card Guard,Monster
Blackback,Trap
Drillago,Monster
Rising Energy,Trap
Ljosalf of the Nordic Alfar,Monster
Cobraman Sakuzy,Monster
Laval Warrior,Monster
Wonder Wand,Spell
Psi-Impulse,Spell
Marshalling Field,Trap
Offering to the Snake Deity,Trap
Smoke Grenade of the Thief,Spell
Resonance Device,Spell
Ooguchi,Monster
Heart of the Underdog,Spell
Goblin Fan,Trap
Armory Arm,Monster
Superheavy Samurai Soulhorns,Monster
Lady of Faith,Monster
Lyrilusc - Sapphire Swallow,Monster
D. Human,Monster
Cobra Jar,Monster
Gravekeeper's Visionary,Monster
Sky Scourge Enrise,Monster
Alien Skull,Monster
Performapal Bot-Eyes Lizard,Monster
Chrysalis Pinny,Monster
Noble Knights of the Round Table,Spell
Playful Possum,Monster
Right Leg of the Forbidden One,Monster
Gladiator Beast Torax,Monster
Lillybot,Monster
Extinction on Schedule,Trap
SPYRAL Master Plan,Monster
Ghost of a Grudge,Trap
Lord Poison,Monster
Dragon Buster Destruction Sword,Monster
Aquamirror Cycle,Trap
Noble Arms - Arfeudutyr,Spell
Forceaurage the Elemental Lord,Monster
Windwitch - Snow Bell,Monster
Chow Len the Prophet,Monster
Steelswarm Mantis,Monster
Number C69: Heraldry Crest of Horror,Monster
Xyz Block,Trap
Naturia Cosmobeet,Monster
Ice Beast Zerofyne,Monster
Dewdark of the Ice Barrier,Monster
Stuffed Animal,Monster
Number 39: Utopia Beyond,Monster
Malice Dispersion,Spell
Interceptomato,Monster
The Grand Spellbook Tower,Spell
Mythical Bestiamorph,Trap
Vision HERO Trinity,Monster
Hieratic Dragon of Su,Monster
Sebek's Blessing,Spell
Cyberdarkness Dragon,Monster
Ojama Knight,Monster
Nubian Guard,Monster
Solar Recharge,Spell
Magnum Shield,Spell
Rainbow Overdragon,Monster
Ally of Justice Decisive Armor,Monster
Ultimate Crystal Magic,Trap
Recall,Trap
Speedrift,Spell
Teleport,Spell
Herald of Pure Light,Monster
Photon Circle,Monster
D.3.S. Frog,Monster
The Weather Painter Rain,Monster
Mermail Abysspike,Monster
Naturia Dragonfly,Monster
The Golden Apples,Trap
Pantheism of the Monarchs,Spell
Dark Highlander,Monster
Luminous Spark,Spell
Number 101: Silent Honor ARK,Monster
Sky Dragon,Monster
The Weather Cloudy Canvas,Spell
Number 46: Dragluon,Monster
Big One Warrior,Monster
Battlin' Boxing Spirits,Spell
Senri Eye,Spell
Bujingi Ophidian,Monster
Blue Medicine,Spell
Kanan the Swordmistress,Monster
Phantasmal Martyrs,Spell
Lightning Punisher,Monster
Glory of the Noble Knights,Spell
Cursed Bill,Spell
Future Fusion,Spell
D/D/D Gust High King Alexander,Monster
The Kick Man,Monster
Sanctity of Dragon,Monster
Morphtronic Cameran,Monster
Bubble Illusion,Spell
Barrier Wave,Trap
Skull Conductor,Monster
^Minerva, the Exalted Lightsworn^,Monster
Elemental HERO Phoenix Enforcer,Monster
Darksea Rescue,Monster
Batteryman Charger,Monster
8-Claws Scorpion,Monster
Insect Barrier,Spell
Lesser Dragon,Monster
The Big March of Animals,Spell
Dark Simorgh,Monster
Dragoness the Wicked Knight,Monster
Crashbug Z,Monster
Solemn Warning,Trap
Crystal Wing Synchro Dragon,Monster
Genex Furnace,Monster
Mountain,Spell
Krawler Glial,Monster
^Zefraxi, Treasure of the Yang Zing^,Monster
Majestic Star Dragon,Monster
Performapal Odd-Eyes Minitaurus,Monster
Performapal Turn Toad,Monster
Destiny HERO - Dynatag,Monster
Junk Changer,Monster
Iron Call,Spell
Dark Shade,Monster
Speedroid Tri-Eyed Dice,Monster
^Tethys, Goddess of Light^,Monster
Pharaoh's Servant,Monster
Cyber Angel Vrash,Monster
Luminous Dragon Ritual,Spell
Black Feather Beacon,Trap
Crystron Smiger,Monster
Infernoid Tierra,Monster
Chronomaly Golden Jet,Monster
Shadowslayer,Monster
Tail Swipe,Spell
Gravekeeper's Guard,Monster
Amorphage Envy,Monster
Spear Dragon,Monster
Insect Armor with Laser Cannon,Spell
Phantom Beast Cross-Wing,Monster
Wood Clown,Monster
Curse of Dragon,Monster
Eisbahn,Trap
Skull Dice,Trap
Soul Drain,Trap
^Trishula, Dragon of the Ice Barrier^,Monster
Nightmare's Steelcage,Spell
Akashic Magician,Monster
Hazy Flame Hyppogrif,Monster
Mound of the Bound Creator,Spell
Nordic Relic Laevateinn,Trap
F.A. Whip Crosser,Monster
XYZ-Dragon Cannon,Monster
Rockstone Warrior,Monster
Denko Sekka,Monster
Reload,Spell
Black Potan,Monster
The Wicked Eraser,Monster
Botanical Girl,Monster
Morphtronic Slingen,Monster
Sylvan Snapdrassinagon,Monster
^True King Bahrastos, the Fathomer^,Monster
Horn of the Unicorn,Spell
Super Vehicroid - Stealth Union,Monster
Truckroid,Monster
Big Shield Gardna,Monster
Gamma The Magnet Warrior,Monster
Dragon Treasure,Spell
Destruction Sword Memories,Trap
The Atmosphere,Monster
Ancient Gear Engineer,Monster
Chevalier de Fleur,Monster
Gagaga Academy Emergency Network,Spell
Sniffer Dragon,Monster
Dragunity Knight - Gae Bulg,Monster
Wind-Up Soldier,Monster
Koa'ki Meiru Wall,Monster
The Judgement Hand,Monster
Mad Sword Beast,Monster
^Rinyan, Lightsworn Rogue^,Monster
Jester Confit,Monster
Overworked,Trap
Hino-Kagu-Tsuchi,Monster
Yokotuner,Monster
Dragunity Javelin,Monster
Performapal Dag Daggerman,Monster
Woodborg Inpachi,Monster
Bujingi Pavo,Monster
Icy Crevasse,Trap
Princess Cologne,Monster
Gateway to Dark World,Spell
Trap of Board Eraser,Trap
Javelin Beetle Pact,Spell
Neo-Spacian Aqua Dolphin,Monster
Mucus Yolk,Monster
CXyz Battleship Cherry Blossom,Monster
Saqlifice,Spell
Tiamaton the Steel Battalion Dragon,Monster
Full Armored Black Ray Lancer,Monster
Doppelwarrior,Monster
Super Rejuvenation,Spell
Machina Force,Monster
Silver Sentinel,Monster
^Isolde, Two Tales of the Noble Knights^,Monster
Rare Fish,Monster
Doron,Monster
Cannon Soldier,Monster
Creature Swap,Spell
Phantom Dragonray Bronto,Monster
Magical Musket - Fiendish Deal,Trap
Heavy Mech Support Platform,Monster
Vylon Cube,Monster
Feedback Warrior,Monster
Superheavy Samurai Big Waraji,Monster
Lone Wolf,Trap
Wing Eagle,Monster
Dragunity Arma Mystletainn,Monster
Ghoul with an Appetite,Monster
Abyss Script - Rise of the Abyss King,Spell
Vendread Nights,Spell
Meteor B. Dragon,Monster
Helpoemer,Monster
Localized Tornado,Trap
Izanami,Monster
Archfiend of Gilfer,Monster
Machina Peacekeeper,Monster
Maji-Gire Panda,Monster
Accumulated Fortune,Trap
Howling Insect,Monster
Nimble Angler,Monster
^Majesty Maiden, the True Dracocaster^,Monster
Jam Defender,Trap
Achacha Archer,Monster
Link Bumper,Monster
Regenerating Rose,Monster
Genex Solar,Monster
Monster Tamer,Monster
Abyss Actor - Trendy Understudy,Monster
Token Thanksgiving,Spell
Alien Dog,Monster
Performapal Sword Fish,Monster
^Snoww, Unlight of Dark World^,Monster
Sword of the Soul-Eater,Spell
Spined Gillman,Monster
Yang Zing Brutality,Trap
Morphtronic Scopen,Monster
Alpha The Magnet Warrior,Monster
Different Dimension Ground,Trap
^Freya, Spirit of Victory^,Monster
Noble Arms of Destiny,Spell
Invoked Magellanica,Monster
Sonic Shooter,Monster
Big Burn,Trap
Ojamuscle,Spell
Elemental HERO Necroid Shaman,Monster
^True King Lithosagym, the Disaster^,Monster
Swamp Battleguard,Monster
Rite of Spirit,Trap
Storm Cipher,Monster
Dark Driceratops,Monster
Mystical Beast of Serket,Monster
Midnight Fiend,Monster
Number 19: Freezadon,Monster
Number 28: Titanic Moth,Monster
Gishki Noellia,Monster
Karakuri Spider,Monster
Rodenut,Monster
Volcanic Doomfire,Monster
Babycerasaurus,Monster
Phantom Gryphon,Monster
Earthbound Spirit,Monster
Performapal Sky Magician,Monster
D.D. Unicorn Knight,Monster
Shiranui Sunsaga,Monster
Gemini Elf,Monster
Caius the Shadow Monarch,Monster
Laval Stennon,Monster
Dodger Dragon,Monster
Cyber Angel Benten,Monster
Jellyfish,Monster
Different Dimension Encounter,Trap
Molten Behemoth,Monster
Ally of Justice Reverse Break,Monster
Double Cyclone,Spell
Desperado Barrel Dragon,Monster
Owner's Seal,Spell
Fusion Reserve,Trap
Guts of Steel,Spell
Pianissimo,Spell
Re-qliate,Trap
The Thing That Hides in the Mud,Monster
Harpie Dancer,Monster
Shining Silver Force,Trap
Constellar Sheratan,Monster
Return of the Monarchs,Spell
Mustering of the Dark Scorpions,Spell
Giant Flea,Monster
Raging Flame Sprite,Monster
Dinomist Plesios,Monster
Tour Bus To Forbidden Realms,Monster
Maiden of the Aqua,Monster
Divine Dragon Knight Felgrand,Monster
Marine Beast,Monster
Hero Kid,Monster
Soul of Silvermountain,Monster
Djinn Releaser of Rituals,Monster
Gouki Hugbear,Monster
Breakthrough!,Trap
D - Formation,Spell
Gorgonic Gargoyle,Monster
Constellar Star Chart,Spell
Form Change,Spell
Heroic Champion - Gandiva,Monster
Sky Galloping Gaia the Dragon Champion,Monster
Karakuri Merchant mdl 177 "Inashichi",Monster
Volcanic Queen,Monster
Worm Yagan,Monster
Frozen Fitzgerald,Monster
Dark-Eyes Illusionist,Monster
Poly-Chemicritter Dioxogre,Monster
ZW - Asura Strike,Monster
D/D Pandora,Monster
Creator of Hope,Monster
The Portrait's Secret,Monster
The Emperor's Holiday,Trap
Prohibition,Spell
Noble Knight Medraut,Monster
CXyz Dark Fairy Cheer Girl,Monster
Infernity Archer,Monster
Evilswarm Coppelia,Monster
Hercules Beetle,Monster
Malefic World,Spell
Floodgate Trap Hole,Trap
Shien's Castle of Mist,Spell
Trifortressops,Monster
Winged Cleaver,Monster
Dragon Horn Hunter,Monster
Raidraptor - Satellite Cannon Falcon,Monster
Des Wombat,Monster
Array of Revealing Light,Spell
The Great Emperor Penguin,Monster
D.D. Designator,Spell
Chaos End,Spell
Fire King Island,Spell
Mystik Wok,Spell
Psychic Path,Spell
Masked HERO Divine Wind,Monster
Tackle Crusader,Monster
Number 104: Masquerade,Monster
Overlay Eater,Monster
Orb of Yasaka,Spell
Tune Warrior,Monster
Battleguard Rage,Trap
Valkyrian Knight,Monster
Second Booster,Monster
Quiet Life,Spell
Naturia Landoise,Monster
Snowdust Dragon,Monster
Berserk Gorilla,Monster
Digital Bug LEDybug,Monster
Damage Diet,Trap
Amorphage Wrath,Monster
Naturia Bamboo Shoot,Monster
Evoltile Casinerio,Monster
Seismic Shockwave,Trap
Primal Seed,Spell
Spike Seadra,Monster
O - Oversoul,Spell
Warrior of Atlantis,Monster
Fortress Whale,Monster
Toon Barrel Dragon,Monster
Piranha Army,Monster
Sinister Serpent,Monster
Ascension Sky Dragon,Monster
Vulcan the Divine,Monster
Karakuri Cash Shed,Trap
Punished Eagle,Monster
Raging Eria,Monster
Reversal Quiz,Spell
Mist Valley Thunderbird,Monster
Bicular,Monster
Graydle Parasite,Trap
Harpie Harpist,Monster
Dark World Lightning,Spell
Amazoness Pet Liger,Monster
Vilepawn Archfiend,Monster
Sea Lancer,Monster
Clear World,Spell
The 13th Grave,Monster
Backup Warrior,Monster
Destiny HERO - Blade Master,Monster
Vendread Striges,Monster
Crystron Needlefiber,Monster
Variety Comes Out,Spell
Medium of the Ice Barrier,Monster
Magician's Restage,Spell
Gladiator Beast War Chariot,Trap
Magic Drain,Trap
Black Veloci,Monster
Amazoness Fighting Spirit,Spell
D.D. Jet Iron,Monster
King Fog,Monster
Garbage Collector,Monster
The Agent of Force - Mars,Monster
Eliminating the League,Trap
Trident Dragion,Monster
Paleozoic Canadia,Trap
Deskbot Jet,Monster
Beautunaful Princess,Monster
Twin Photon Lizard,Monster
Super Soldier Shield,Trap
^Tidal, Dragon Ruler of Waterfalls^,Monster
Bubble Bringer,Trap
Celestial Double Star Shaman,Monster
Topologic Bomber Dragon,Monster
PSY-Frame Overload,Trap
Gyaku-Gire Panda,Monster
Witch of the Black Forest,Monster
Neo Blue-Eyes Ultimate Dragon,Monster
Explosive Magician,Monster
Stardust Spark Dragon,Monster
Odd-Eyes Wing Dragon,Monster
Starfish,Monster
King's Knight,Monster
Xyz Reversal,Trap
Maharaghi,Monster
Masked Ninja Ebisu,Monster
Morphing Jar,Monster
Performage Trapeze Magician,Monster
Armor Blast,Spell
Temple of the Kings,Spell
Hieratic Seal of Banishment,Trap
Sonic Warrior,Monster
Final Geas,Trap
Dragunity Partisan,Monster
Tree Otter,Monster
B.E.S. Big Core MK-3,Monster
Vendread Reunion,Trap
^Gleipnir, the Fetters of Fenrir^,Trap
Chain Thrasher,Monster
Darklord Zerato,Monster
Ancient Rules,Spell
XX-Saber Darksoul,Monster
^Thunder King, the Lightningstrike Kaiju^,Monster
Link Disciple,Monster
Transforming Sphere,Monster
Zodiac Sign,Spell
Gem-Knight Zirconia,Monster
Kaminote Blow,Spell
^Zaphion, the Timelord^,Monster
The Six Samurai - Zanji,Monster
Brotherhood of the Fire Fist - Dragon,Monster
Magic Cylinder,Trap
Laval Burner,Monster
Royal Prison,Trap
Driven Daredevil,Monster
The Graveyard in the Fourth Dimension,Spell
Abyss-scorn,Trap
Lancer Lindwurm,Monster
Neos Wiseman,Monster
Fiend's Sanctuary,Spell
Psi-Station,Spell
X-Saber Anu Piranha,Monster
Deep Sea Diva,Monster
Manga Ryu-Ran,Monster
Fiend's Hand Mirror,Trap
Eria the Water Charmer,Monster
Delta Attacker,Spell
Ganigumo,Monster
Beastly Mirror Ritual,Spell
Power Filter,Spell
Majestic Mech - Goryu,Monster
Fiendish Engine Ω,Monster
Assault Blackwing - Sohaya the Rain Storm,Monster
War-Lion Ritual,Spell
Magical Blast,Spell
Dinomist Spinos,Monster
Atlantean Heavy Infantry,Monster
Scarred Warrior,Monster
Arisen Gaia the Fierce Knight,Monster
Dododo Bot,Monster
Level Eater,Monster
Magical Dimension,Spell
Constellar Virgo,Monster
Number 9: Dyson Sphere,Monster
Gamble,Trap
TGX1-HL,Spell
Y-Dragon Head,Monster
DNA Surgery,Trap
Citadel Whale,Monster
Noble Knight Bedwyr,Monster
Trial of the Princesses,Spell
Subterror Behemoth Stalagmo,Monster
Mist Valley Shaman,Monster
Sylvan Bladefender,Monster
Fabled Soulkius,Monster
Magical Musket - Last Stand,Trap
Steelswarm Cell,Monster
Air Armor Ninja,Monster
Red Cocoon,Trap
Drill Synchron,Monster
Ally of Justice Unlimiter,Monster
Giant Soldier of Stone,Monster
^Aether, the Empowering Dragon^,Monster
^Wulf, Lightsworn Beast^,Monster
Bird of Paradise Lost,Monster
Staredown,Spell
Commencement Dance,Spell
Tyhone #2,Monster
Stardust Chronicle Spark Dragon,Monster
Fairy Dragon,Monster
Flint Missile,Spell
Attack Gainer,Monster
Combo Fighter,Monster
Earthbound Immortal Cusillu,Monster
Blast Juggler,Monster
Sea Serpent Warrior of Darkness,Monster
Hyper Hammerhead,Monster
Dedication through Light and Darkness,Spell
Performage Damage Juggler,Monster
Fighting Spirit,Spell
^Kahkki, Guerilla of Dark World^,Monster
Inzektor Firefly,Monster
Fabled Dyf,Monster
Wightmare,Monster
Barrier Statue of the Stormwinds,Monster
Venom Swamp,Spell
D/D/D Wave King Caesar,Monster
Amazoness Spellcaster,Spell
Xyz Soul,Trap
Genex Ally Duradark,Monster
Constellar Aldebaran,Monster
Regretful Rebirth,Trap
D/D Berfomet,Monster
Rai Rider,Monster
Swamp Mirrorer,Trap
Ghostrick Ghoul,Monster
Blackwing - Jetstream the Blue Sky,Monster
F.A. Test Run,Spell
Sunny Pixie,Monster
Yamatano Dragon Scroll,Monster
Level Modulation,Spell
Earthbound Revival,Spell
Artifact Chakram,Monster
Gravekeeper's Spear Soldier,Monster
Gimmick Puppet Nightmare,Monster
Cyber Tutu,Monster
Infinite Cards,Spell
Temple of the Sun,Spell
Night Papilloperative,Monster
Darklord Descent,Trap
Dragon Statue,Monster
Ambulanceroid,Monster
Elemental HERO Bubbleman,Monster
Laval Forest Sprite,Monster
Phantasmal Lord Ultimitl Bishbaalkin,Monster
Flyfang,Monster
Trickstar Crimson Heart,Monster
Elemental HERO Bladedge,Monster
Destiny HERO - Dogma,Monster
Ultimate Insect LV3,Monster
Shrine of Mist Valley,Spell
Silent Magician LV8,Monster
Virus Cannon,Trap
Aegis of Gaia,Trap
Geira Guile the Cubic King,Monster
Gishki Vanity,Monster
Talisman of Trap Sealing,Spell
Mystic Box,Spell
Darklord Contact,Spell
Neo Space,Spell
Vendread Revenants,Monster
Machina Gearframe,Monster
Overwind,Trap
Megarock Dragon,Monster
Gladiator Beast Tamer Editor,Monster
Blue-Eyes White Dragon,Monster
Cell Explosion Virus,Trap
Batteryman 9-Volt,Monster
Armaill,Monster
Metaphys Tyrant Dragon,Monster
Mirror of Oaths,Trap
Limit Code,Trap
T.G. Hyper Librarian,Monster
Ritual Cage,Spell
Full Armored Crystalzero Lancer,Monster
The Six Samurai - Yaichi,Monster
Naturia Eggplant,Monster
Dark Elf,Monster
Soul of Fire,Spell
Box of Friends,Monster
Red-Eyes Black Metal Dragon,Monster
The Sanctum of Parshath,Spell
Cyberdark Impact!,Spell
Destiny HERO - Defender,Monster
Rapid Warrior,Monster
Dream Clown,Monster
The White Stone of Legend,Monster
Shadow Tamer,Monster
Champion's Vigilance,Trap
Caius the Mega Monarch,Monster
Magician's Right Hand,Spell
Performapal Salutiger,Monster
Ghost Ship,Monster
Mobius the Mega Monarch,Monster
Zefra War,Trap
